name,rating,reviews,industry,location,highly_rated,critically_rated
International Certification Services,3.1,206,Other,Mumbai +34 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
WovVTech,4.2,206,Software Product,Vadodara +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Scyo Decision Services,4.6,206,Analytics & KPO,Chennai +2 other locations,"Job Security, Company Culture, Work Life Balance",
Girnar Care,3.4,206,BPO,Jaipur +16 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Numerator,3.8,206,Software Product,Vadodara +3 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Job Security"
WeRize,3.2,206,Financial Services,Bangalore / Bengaluru +19 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
Moople Academy,4.2,206,Education & Training,Kolkata +10 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Jyoti Structures,4.0,205,Power,Mumbai +43 other locations,"Salary & Benefits, Skill Development / Learning",
Anglo-Eastern Ship Management,4.0,205,Ports & Shipping,Mumbai +15 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Sri Gopikrishna Infrastructure,3.9,205,Engineering & Construction,Hyderabad / Secunderabad +42 other locations,"Work Satisfaction, Company Culture, Work Life Balance",Promotions / Appraisal
BetterPlace Safety Solutions,3.5,205,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
AGIO Pharmaceuticals,2.7,206,Pharma,Pune +8 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
CRB Tech Solution,3.6,205,EdTech,Pune +8 other locations,,Promotions / Appraisal
GEETANJALI HOMESTATE,3.8,205,Real Estate,Gurgaon / Gurugram +5 other locations,"Company Culture, Promotions / Appraisal, Skill Development / Learning",
Latinem,3.8,205,Real Estate,Hyderabad / Secunderabad +3 other locations,"Work Life Balance, Salary & Benefits, Job Security",Promotions / Appraisal
SIAC SKH India Cabs Manufacturing,3.8,205,Industrial Machinery,Faridabad +9 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Weatherford,3.6,205,Oil & Gas,Mumbai +21 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Enser Communications,2.9,205,IT Services & Consulting,Gurgaon / Gurugram +14 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Aia Engineering,4.0,205,Industrial Machinery,Ahmedabad +5 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Prem Henna,3.4,205,Beauty & Personal Care,Indore +52 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Emirates Flight Catering,4.3,205,Hospitality,Dubai +12 other locations,"Company Culture, Job Security, Work Life Balance",
Urbanrise,3.8,249,Real Estate,Hyderabad / Secunderabad +5 other locations,Salary & Benefits,Promotions / Appraisal
Innovalance Learning Systems,3.3,205,EdTech,New Delhi +11 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
CRB Tech Solution,3.6,205,EdTech,Pune +8 other locations,,Promotions / Appraisal
Enser Communications,2.9,205,IT Services & Consulting,Gurgaon / Gurugram +14 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Innovalance Learning Systems,3.3,205,EdTech,New Delhi +11 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
GEETANJALI HOMESTATE,3.8,205,Real Estate,Gurgaon / Gurugram +5 other locations,"Company Culture, Promotions / Appraisal, Skill Development / Learning",
Latinem,3.8,205,Real Estate,Hyderabad / Secunderabad +3 other locations,"Work Life Balance, Salary & Benefits, Job Security",Promotions / Appraisal
Emirates Flight Catering,4.3,205,Hospitality,Dubai +12 other locations,"Company Culture, Job Security, Work Life Balance",
Cogent,3.2,205,IT Services & Consulting,Bangalore / Bengaluru +25 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Urbanrise,3.8,249,Real Estate,Hyderabad / Secunderabad +5 other locations,Salary & Benefits,Promotions / Appraisal
AGIO Pharmaceuticals,2.7,206,Pharma,Pune +8 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Anglo-Eastern Ship Management,4.0,205,Ports & Shipping,Mumbai +15 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Sri Gopikrishna Infrastructure,3.9,205,Engineering & Construction,Hyderabad / Secunderabad +42 other locations,"Work Satisfaction, Company Culture, Work Life Balance",Promotions / Appraisal
Jyoti Structures,4.0,205,Power,Mumbai +43 other locations,"Salary & Benefits, Skill Development / Learning",
BetterPlace Safety Solutions,3.5,205,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Experis,3.1,205,,,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Rustomjee Group,3.9,205,Real Estate,Mumbai +5 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Anand CY Myutec Automotive,3.7,205,Auto Components,Gurgaon / Gurugram +11 other locations,"Job Security, Company Culture","Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Ajax Engineering,4.0,205,Engineering & Construction,Bangalore / Bengaluru +28 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
Verticurl,3.1,205,,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
VisionTek,3.7,204,Telecom,Hyderabad / Secunderabad +28 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
KisanKraft Machine Tools,3.5,204,Industrial Machinery,Bangalore / Bengaluru +20 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Eternis Fine Chemicals,3.5,204,Chemicals,Pune +8 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
SITA,3.9,204,IT Services & Consulting,Gurgaon / Gurugram +29 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Aneja Associates,3.2,204,Accounting & Auditing,Mumbai +10 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
RateGain,3.7,204,IT Services & Consulting,Noida +7 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Marsh,4.3,204,Insurance,Mumbai +10 other locations,"Job Security, Company Culture, Work Life Balance",
Enpro Industries,4.2,204,Oil & Gas,Pune +2 other locations,"Company Culture, Job Security, Skill Development / Learning",
Airblack,4.0,204,EdTech,Gurgaon / Gurugram +6 other locations,"Salary & Benefits, Company Culture, Work Satisfaction",
Sewa Grih Rin,3.3,204,NBFC,New Delhi +55 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
AGROCEL INDUSTRIES,4.4,204,Chemicals,Bhuj +23 other locations,"Company Culture, Job Security, Work Life Balance",
Manipal Business Solutions,3.5,204,,,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Orthosquare Dental Clinic,4.6,204,Healthcare,Mumbai +26 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",
Moreish Food,3.1,204,Food Processing,Kolkata +25 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
ARB Bearings,3.5,204,Auto Components,New Delhi +18 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Bharat Institutions,3.6,205,Education & Training,Hyderabad / Secunderabad +7 other locations,Salary & Benefits,
Elsamex Maintenance Services,4.0,204,Facility Management Services,Ahmedabad +44 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Praxis home Retail,4.2,204,Retail,Mumbai +29 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Forvia,3.5,205,,,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Spacewood,3.6,204,Furniture & Furnishing,Nagpur +19 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Development Consultants,3.2,204,IT Services & Consulting,Kolkata +15 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Shopclues,3.4,204,Internet,Gurgaon / Gurugram +7 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
RateGain,3.7,204,IT Services & Consulting,Noida +7 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Sewa Grih Rin,3.3,204,NBFC,New Delhi +55 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Enpro Industries,4.2,204,Oil & Gas,Pune +2 other locations,"Company Culture, Job Security, Skill Development / Learning",
Eternis Fine Chemicals,3.5,204,Chemicals,Pune +8 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
KisanKraft Machine Tools,3.5,204,Industrial Machinery,Bangalore / Bengaluru +20 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
VisionTek,3.7,204,Telecom,Hyderabad / Secunderabad +28 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Airblack,4.0,204,EdTech,Gurgaon / Gurugram +6 other locations,"Salary & Benefits, Company Culture, Work Satisfaction",
AGROCEL INDUSTRIES,4.4,204,Chemicals,Bhuj +23 other locations,"Company Culture, Job Security, Work Life Balance",
Wanbury,3.5,204,Pharma,Mumbai +31 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Hgs Services,3.8,203,Analytics & KPO,Bangalore / Bengaluru +20 other locations,Company Culture,"Promotions / Appraisal, Salary & Benefits"
Paramatrix Technologies,4.1,203,Software Product,Mumbai +4 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
Carzonrent,3.4,203,Travel & Tourism,New Delhi +15 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Vinove Software & Services,3.0,203,IT Services & Consulting,Noida +4 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
AISATS,3.4,203,Aviation,New Delhi +10 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Mold-Tek Technologies,3.5,203,IT Services & Consulting,Hyderabad / Secunderabad +12 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Orange Retail Finance,3.8,203,Financial Services,Chennai +54 other locations,"Work Life Balance, Work Satisfaction, Salary & Benefits",
Rohan Motors,3.7,203,Automobile,New Delhi +18 other locations,,"Promotions / Appraisal, Salary & Benefits"
Oasis Fertility,3.8,203,Healthcare,Hyderabad / Secunderabad +20 other locations,Work Life Balance,Promotions / Appraisal
Bosch Power Tools,4.2,203,Industrial Machinery,Chennai +39 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Bilt Graphic Paper Products,3.8,204,Pulp & Paper,Pune +11 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
The Mission Hospital,3.8,203,Healthcare,Durgapur +24 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Jindal Worldwide,3.5,203,Fashion & Textile,Ahmedabad +4 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Garware Hi-Tech Films,4.1,203,Packaging,Aurangabad +9 other locations,"Job Security, Work Life Balance, Work Satisfaction",
Mvs Acmei Technologies,4.0,203,Industrial Machinery,Hyderabad / Secunderabad +35 other locations,"Job Security, Work Life Balance, Work Satisfaction",
Adani Airport Holdings,3.0,203,,,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Turito,3.0,204,EdTech,Hyderabad / Secunderabad +7 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Colourtex,3.8,203,Chemicals,Surat +13 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Moody's,4.0,203,Analytics & KPO,Bangalore / Bengaluru +7 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Brainium Information Technologies,3.8,203,IT Services & Consulting,Kolkata +1 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Sneha Farms,4.0,203,Agriculture,Hyderabad / Secunderabad +20 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
TPI Composites,4.3,204,Industrial Machinery,Chennai +9 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",
Vee Healthtek,3.9,203,IT Services & Consulting,Chennai +11 other locations,"Job Security, Company Culture, Work Life Balance",
Khanna Paper Mills,4.0,203,Pulp & Paper,Amritsar +14 other locations,"Skill Development / Learning, Salary & Benefits",
Satyesh Brinechem,3.2,203,Chemicals,Bhuj +12 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
HEPL - A Cavinkare Group Company,3.3,204,,,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Ascendum KPS,3.6,203,,,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Supreme Treon,4.0,203,Auto Components,Pune +26 other locations,"Job Security, Work Life Balance, Company Culture",Salary & Benefits
Vedika Credit Capital,3.5,203,NBFC,Ranchi +49 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Crimson Interactive,2.6,203,Content Development,Mumbai +4 other locations,,"Work Life Balance, Promotions / Appraisal, Work Satisfaction"
Prakash Industries,3.7,203,Metals & Mining,Champa +35 other locations,"Job Security, Work Life Balance",
Alghanim International,4.1,202,Engineering & Construction,Kuwait City +12 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Mitsubishi Heavy Industries,4.2,202,Industrial Machinery,Mysuru / Mysore +31 other locations,"Work Life Balance, Work Satisfaction, Salary & Benefits",Promotions / Appraisal
Torque Pharmaceuticals,3.7,202,Pharma,Chandigarh +32 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
HTL,3.7,202,Telecom,Chennai +10 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
SSEM,3.3,202,Industrial Machinery,Riyadh +19 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Nahars Engineering India,3.3,202,Auto Components,Bangalore / Bengaluru +10 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
Centrient Pharmaceuticals,3.8,202,Pharma,Chandigarh +16 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
ACT Plast Paints,3.8,202,Chemicals,Chennai +13 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Prologic Web Solutions,4.0,202,IT Services & Consulting,Noida +20 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
Quest Diagnostics,4.4,202,Healthcare,Hyderabad / Secunderabad +11 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Alpha Design Technologies,3.5,202,Defence & Aerospace,Bangalore / Bengaluru +13 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Walter Bushnell,3.1,202,Pharma,Gurgaon / Gurugram +48 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
AWC Software,3.9,202,IT Services & Consulting,Noida +15 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Mazars,2.9,202,Accounting & Auditing,Gurgaon / Gurugram +14 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Upstox,3.5,202,FinTech,Mumbai +19 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
OPG Mobility,3.3,202,,,,"Company Culture, Job Security, Promotions / Appraisal"
DigiCall Teleservices,4.0,202,Telecom,Noida +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
SAMCO Securities,3.9,202,Financial Services,Mumbai +11 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Salary & Benefits
Ashv Finance,4.0,202,,,"Work Life Balance, Company Culture, Work Satisfaction",
HIVELOOP LOGISTICS,4.2,202,,,"Skill Development / Learning, Salary & Benefits, Company Culture",Job Security
Qi Spine Clinic,3.1,202,Healthcare,Mumbai +13 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Zinnov Management Consulting,3.2,202,Management Consulting,Bangalore / Bengaluru +13 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Career Launcher,3.7,203,Education & Training,New Delhi +42 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
NOVO Medisciences,3.5,202,Pharma,Mumbai +32 other locations,,"Job Security, Company Culture, Work Satisfaction"
ECOS (I) MOBILITY & HOSPITALITY,4.1,202,Sports & Recreation,New Delhi +12 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Job Security
Atidiv,2.9,202,IT Services & Consulting,Pune +2 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
AYM Syntex,3.6,201,Fashion & Textile,Silvassa / Dadra & Nagar Haveli +8 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
ITCube Solutions,3.0,201,IT Services & Consulting,Pune +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Tbea Energy,3.9,201,Electrical Equipment,Vadodara +17 other locations,Work Life Balance,Promotions / Appraisal
OptimHire,3.4,201,Internet,Hyderabad / Secunderabad +6 other locations,,"Salary & Benefits, Job Security, Promotions / Appraisal"
Cotecna Inspection India,3.5,201,Analytics & KPO,Mumbai +33 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Busy Infotech,3.9,201,Software Product,New Delhi +28 other locations,"Salary & Benefits, Company Culture",Promotions / Appraisal
Lokesh Machines,3.7,201,Industrial Machinery,Hyderabad / Secunderabad +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Praxair,4.1,201,Chemicals,Bangalore / Bengaluru +28 other locations,"Company Culture, Skill Development / Learning",Promotions / Appraisal
Malayala Manorama,3.8,201,Printing & Publishing,Kottayam +23 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Shanthi Gears,3.4,201,Auto Components,Coimbatore +13 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Rotostat Services,3.9,201,Industrial Machinery,Mumbai +30 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
BMW Industries,3.6,201,Iron & Steel,Kolkata +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Country Inns & Suites,3.9,201,Hospitality,New Delhi +25 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Bodal Chemicals,3.4,202,Chemicals,Vadodara +17 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
BMW Industries,3.6,201,Iron & Steel,Kolkata +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Lokesh Machines,3.7,201,Industrial Machinery,Hyderabad / Secunderabad +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Praxair,4.1,201,Chemicals,Bangalore / Bengaluru +28 other locations,"Company Culture, Skill Development / Learning",Promotions / Appraisal
Shanthi Gears,3.4,201,Auto Components,Coimbatore +13 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Malayala Manorama,3.8,201,Printing & Publishing,Kottayam +23 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Tbea Energy,3.9,201,Electrical Equipment,Vadodara +17 other locations,Work Life Balance,Promotions / Appraisal
Busy Infotech,3.9,201,Software Product,New Delhi +28 other locations,"Salary & Benefits, Company Culture",Promotions / Appraisal
Cotecna Inspection India,3.5,201,Analytics & KPO,Mumbai +33 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
ITCube Solutions,3.0,201,IT Services & Consulting,Pune +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
OptimHire,3.4,201,Internet,Hyderabad / Secunderabad +6 other locations,,"Salary & Benefits, Job Security, Promotions / Appraisal"
Rotostat Services,3.9,201,Industrial Machinery,Mumbai +30 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Dishnet Wireless,4.3,200,Telecom,Kolkata +45 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Karuna Greentech,4.5,200,Electrical Equipment,Kolkata +17 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
MEDICO Healthcare Services & Technologies,3.2,200,Healthcare,Hyderabad / Secunderabad +11 other locations,,"Company Culture, Promotions / Appraisal, Work Satisfaction"
Petronas Lubricants,3.2,200,Petrochemicals,Mumbai +34 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Chiripal Poly Films,4.1,200,Packaging,Ahmedabad +10 other locations,"Salary & Benefits, Work Life Balance, Company Culture",
BajajSons,3.7,200,Automobile,Ludhiana +9 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Caretel Infotech,3.5,200,Analytics & KPO,New Delhi +10 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Ts Tech Sun India,4.1,200,Automobile,Neemrana +12 other locations,"Work Life Balance, Company Culture, Job Security",
Qdigi Services,3.4,200,Recruitment,Noida +41 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Soothe Healthcare,3.4,200,Healthcare,New Delhi +42 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Fleet Management,4.0,200,Ports & Shipping,Mumbai +22 other locations,"Job Security, Company Culture, Work Life Balance",
Amantya Technologies,3.8,205,IT Services & Consulting,Gurgaon / Gurugram +3 other locations,,
Rubamin,4.0,200,Chemicals,Vadodara +6 other locations,"Job Security, Work Life Balance, Company Culture",
Wingreens Farms,4.1,200,Power,Gurgaon / Gurugram +20 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Special Technical Services,4.1,201,Oil & Gas,Muscat +16 other locations,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal
Optimus Drugs,3.9,200,Pharma,Hyderabad / Secunderabad +6 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
KNR Constructions,4.2,200,Engineering & Construction,Hyderabad / Secunderabad +40 other locations,"Work Satisfaction, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Aarti Pharmalabs,3.7,200,Pharma,Mumbai +14 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Bonito Designs,3.0,200,Architecture & Interior Design,Bangalore / Bengaluru +4 other locations,,"Work Life Balance, Promotions / Appraisal, Company Culture"
Tps Infrastructure,4.2,201,Industrial Machinery,Bhiwadi +15 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
Peps Industries,3.9,200,Furniture & Furnishing,Coimbatore +48 other locations,,"Promotions / Appraisal, Salary & Benefits"
Oasis Partners Asia,3.8,203,Recruitment,Kolkata +85 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
C DOT,3.8,200,Telecom,New Delhi +12 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Echs Polyclinic,4.2,200,Healthcare,New Delhi +98 other locations,"Work Life Balance, Work Satisfaction, Company Culture","Promotions / Appraisal, Job Security"
Consilio,3.6,201,Legal,Bangalore / Bengaluru +7 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Job Security"
TEOCO Software,3.8,200,IT Services & Consulting,Kolkata +9 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
John Deere Financial,4.3,200,NBFC,Pune +56 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Kinetic Green Energy And Power Solutions,3.2,200,Power,Pune +27 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Daffodil Software,3.3,200,IT Services & Consulting,Gurgaon / Gurugram +6 other locations,,"Work Life Balance, Company Culture, Work Satisfaction"
Oasis Partners Asia,3.8,203,Recruitment,Kolkata +85 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
MEDICO Healthcare Services & Technologies,3.2,200,Healthcare,Hyderabad / Secunderabad +11 other locations,,"Company Culture, Promotions / Appraisal, Work Satisfaction"
Chiripal Poly Films,4.1,200,Packaging,Ahmedabad +10 other locations,"Salary & Benefits, Work Life Balance, Company Culture",
Petronas Lubricants,3.2,200,Petrochemicals,Mumbai +34 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
BajajSons,3.7,200,Automobile,Ludhiana +9 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Inchcape Shipping Services,3.3,200,Ports & Shipping,Chennai +14 other locations,,"Promotions / Appraisal, Skill Development / Learning, Job Security"
Bhima Gold,3.9,200,,,"Job Security, Company Culture",
Texspin Bearings,4.1,200,Auto Components,Ahmedabad +19 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Consilio,3.6,201,Legal,Bangalore / Bengaluru +7 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Job Security"
John Deere Financial,4.3,200,NBFC,Pune +56 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
TEOCO Software,3.8,200,IT Services & Consulting,Kolkata +9 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Infiiloom,3.2,200,Fashion & Textile,Pune +14 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Ankura Hospital,3.8,200,Healthcare,Hyderabad / Secunderabad +10 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Hindustan PowerProjects,3.8,199,Power,Anuppur +18 other locations,Work Life Balance,"Company Culture, Promotions / Appraisal"
MMTC-PAMP,3.5,199,Metals & Mining,Gurgaon / Gurugram +18 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Ushodaya Enterprises,4.0,199,FMCG,Hyderabad / Secunderabad +29 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Kopran,3.8,199,Pharma,Mumbai +17 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Elofic Industries,4.0,199,Auto Components,Faridabad +17 other locations,"Work Life Balance, Job Security, Salary & Benefits",
Dr Oetker,4.2,199,Food Processing,New Delhi +31 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
E Pack Polymers,3.8,199,Packaging,Greater Noida +17 other locations,,"Job Security, Work Satisfaction"
Pathfinder Business Analysis,3.3,199,Management Consulting,Coimbatore +13 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
IFB Automotive,3.8,199,Auto Components,Bangalore / Bengaluru +17 other locations,,Promotions / Appraisal
KPR Mill,3.9,199,Fashion & Textile,Coimbatore +20 other locations,Salary & Benefits,"Promotions / Appraisal, Skill Development / Learning"
Vishay Components,4.2,200,Electronics Manufacturing,Pune +7 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Anlage Infotech,3.0,199,IT Services & Consulting,Bangalore / Bengaluru +15 other locations,,"Job Security, Skill Development / Learning, Company Culture"
Reliance Smart Bazaar,4.1,199,Retail,New Delhi +89 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Jay Ushin,3.9,199,Auto Components,Gurgaon / Gurugram +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Siemens PLM Software,4.0,199,Industrial Automation,Pune +12 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Raksha TPA,4.0,199,Insurance,Faridabad +22 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Service Master Clean,3.9,199,Facility Management Services,New Delhi +47 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Canvera,3.4,199,Printing & Publishing,Bangalore / Bengaluru +28 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
UST BlueConch Technologies,3.6,199,Software Product,Pune +6 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Anri Solutions HR Services,3.8,199,Recruitment,New Delhi +7 other locations,,"Job Security, Promotions / Appraisal"
Sendan International Co,2.0,200,Engineering & Construction,Al Jubail +18 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Zen3 Info Solutions,3.9,199,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
B2x Service Solutions,3.9,199,BPO,Mumbai +32 other locations,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Job Security"
