Serial_No,Brand,Product_Name,Price,Original_Price,Discount,Product_Link,Image_URL
142,ALAMOS,Men Pack of 6 Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-pack-of-6-baseball-cap/p/702019919_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250725/Z2Qe/688294ae3d468c61ab1f4657/alamos_black%2C_blue%2C_maroon%2C_pink%2C_red%2C_white_men_pack_of_6_baseball_cap.jpg
143,BLACK BUCK,Men Camouflage Print Baseball Cap,"₹1,161","₹1,290",(10% off),https://www.ajio.com/black-buck-men-camouflage-print-baseball-cap/p/701582382_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250517/0JQe/6827ecdc55340d4b4f3b51b8/black_buck_jungle_men_camouflage_print_baseball_cap.jpg
144,SUPERDRY,Vintage Club Baseball Cap,"₹1,418","₹3,150",(55% off),https://www.ajio.com/superdry-vintage-club-baseball-cap/p/410515782_06a?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251003/jmyr/68dfc3923d468c61ab453f16/superdry_black_vintage_club_baseball_cap.jpg
145,Bharatasya,Unisex Knitted Headband Ear Warmer,₹300,₹599,(50% off),https://www.ajio.com/bharatasya-unisex-knitted-headband-ear-warmer/p/700985258_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241227/BNiT/676e6d57c148fa1b3062d945/bharatasya_grey_unisex_knitted_headband_ear_warmer.jpg
146,YOUSTA,Men Embroidered Baseball Cap,₹399,N/A,N/A,https://www.ajio.com/yousta-men-embroidered-baseball-cap/p/442952857_beige?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250828/cDMI/68b0236d8bfb9009acb62f3a/yousta_beige_men_embroidered_baseball_cap.jpg
147,DEIFIC,Men Woolen Bucket Hat,₹595,"₹1,699",(65% off),https://www.ajio.com/deific-men-woolen-bucket-hat/p/466963527_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240109/Rx6t/659c809574cb305fe00d3686/deific_dark_brown_men_woolen_bucket_hat.jpg
148,YOUSTA,Men Colourblock Knitted Beanie,₹249,N/A,N/A,https://www.ajio.com/yousta-men-colourblock-knitted-beanie/p/442971914_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250909/iswo/68c0524b8bfb9009acf08faa/yousta_olive_men_colourblock_knitted_beanie.jpg
149,Bharatasya,Pack of 2 Textured Beanies,₹594,"₹1,100",(46% off),https://www.ajio.com/bharatasya-pack-of-2-textured-beanies/p/463627577_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230621/bIcp/64923f58d55b7d0c6387049a/bharatasya_black_%26_grey_pack_of_2_textured_beanies.jpg
150,Indie Picks,Beanie Cap with Fur Lining,₹319,₹499,(36% off),https://www.ajio.com/indie-picks-beanie-cap-with-fur-lining/p/700335279_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240828/bxQ1/66cee5931d763220faa28ce8/indie_picks_brown_beanie_cap_with_fur_lining.jpg
151,THE BEAR HOUSE,Men Embroidery Cap,₹630,"₹1,499",(58% off),https://www.ajio.com/the-bear-house-men-embroidery-cap/p/700330020_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240827/8DmY/66cdffde1d763220fa9f9daf/the_bear_house_blue_men_embroidery_cap.jpg
152,THE TIE HUB,Men Woollen Round Hat,"₹2,025","₹4,500",(55% off),https://www.ajio.com/the-tie-hub-men-woollen-round-hat/p/701637807_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250529/UkRV/683773037a6cd4182f637a4e/the_tie_hub_black_men_woollen_round_hat.jpg
153,PERFORMAX,Men Logo Print Baseball Cap,₹180,₹599,(70% off),https://www.ajio.com/performax-men-logo-print-baseball-cap/p/442125061_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240124/gimF/65b0f97316fd2c6e6abd44eb/performax_black_men_logo_print_baseball_cap.jpg
154,SUPERDRY,Dirt Road Trucker Cap,"₹1,418","₹3,150",(55% off),https://www.ajio.com/superdry-dirt-road-trucker-cap/p/410479112_00z?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250606/Gnqx/6842d4bf7a6cd4182f895fcf/superdry_green_dirt_road_trucker_cap.jpg
155,SUPERDRY,Men Essential Logo Embroidered Beanie,"₹1,035","₹2,299",(55% off),https://www.ajio.com/superdry-men-essential-logo-embroidered-beanie/p/410277529_02a?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250904/3VMe/68b9b6108bfb9009acdc0335/superdry_black_men_essential_logo_embroidered_beanie.jpg
156,Columbia,Men Knitted Beanie with Upturned Hem,"₹1,499",N/A,N/A,https://www.ajio.com/columbia-men-knitted-beanie-with-upturned-hem/p/466995397_white?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/AzZl/66f40e72260f9c41e827ff3d/columbia_white_men_knitted_beanie_with_upturned_hem.jpg
157,Columbia,Men Knitted Beanie Cap,₹899,N/A,N/A,https://www.ajio.com/columbia-men-knitted-beanie-cap/p/467065093_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250904/FCSj/68b9b6173d468c61abc8c7e1/columbia_navy_blue_men_knitted_beanie_cap.jpg
158,Aavjo,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/701977155_coffee?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250718/AYOQ/687a3da85d4cb4138038ee27/aavjo_coffee_men_embroidered_baseball_cap.jpg
159,Puma,Men Western Baseball Cap,"₹1,799",N/A,N/A,https://www.ajio.com/puma-men-western-baseball-cap/p/701901232_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250709/vRpg/686ea051b13fc54edd0e6182/puma_green_terrain_men_western_baseball_cap.jpg
160,Bharatasya,Men Round Knitted Beret Cap,₹800,"₹1,999",(60% off),https://www.ajio.com/bharatasya-men-round-knitted-beret-cap/p/466745174_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231025/Sqc7/6538ee77afa4cf41f55f3c88/bharatasya_blue_men_round_knitted_beret_cap.jpg
161,Bharatasya,Textured Beanie Cap,₹329,₹699,(53% off),https://www.ajio.com/bharatasya-textured-beanie-cap/p/461574983_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230602/k9yX/64794bfbd55b7d0c633a3905/bharatasya_black_textured_beanie_cap.jpg
162,THE TIE HUB,Wool Fedora Hat with Belt Accent,"₹2,025","₹4,500",(55% off),https://www.ajio.com/the-tie-hub-wool-fedora-hat-with-belt-accent/p/462521401_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230905/o8vZ/64f6be0fafa4cf41f5a5a269/the_tie_hub_black_wool_fedora_hat_with_belt_accent.jpg
163,SUPERDRY,Men Tokyo Embroidered Tennis Cap,"₹1,418","₹3,150",(55% off),https://www.ajio.com/superdry-men-tokyo-embroidered-tennis-cap/p/410519686_cdw?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251003/56YR/68dfbac28bfb9009ac517cb3/superdry_beige_men_tokyo_embroidered_tennis_cap.jpg
164,SUPERDRY,Men Monogram Embroidery Baseball Cap,"₹1,418","₹3,150",(55% off),https://www.ajio.com/superdry-men-monogram-embroidery-baseball-cap/p/410519688_cay?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251003/OiZM/68dfbb878bfb9009ac519714/superdry_multicoloured_men_monogram_embroidery_baseball_cap.jpg
165,Decathlon,WEDZE - Men Patch-Work Knitted Beanie,₹399,N/A,N/A,https://www.ajio.com/decathlon-wedze--men-patch-work-knitted-beanie/p/702497023_pink?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/uXjD/69160db0a470c5082f8d3635/decathlon_pink_wedze_-_men_patch-work_knitted_beanie.jpg
166,DNMX,Men Brand Embroidered Baseball Cap,₹319,"₹1,030",(69% off),https://www.ajio.com/dnmx-men-brand-embroidered-baseball-cap/p/442260719_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230602/eTR4/6479724942f9e729d714a9bc/dnmx_navy_men_brand_embroidered_baseball_cap.jpg
167,YOUSTA,Men Embroidered Acrylic Beanie,₹199,N/A,N/A,https://www.ajio.com/yousta-men-embroidered-acrylic-beanie/p/442971911_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250924/CqaD/68d3ee963d468c61ab1fdd50/yousta_red_men_embroidered_acrylic_beanie.jpg
168,MATCHITT,Men Knitted Beanie,₹211,₹399,(47% off),https://www.ajio.com/matchitt-men-knitted-beanie/p/442260342_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230919/Ju9l/6509bdacddf7791519e7999e/matchitt_grey_men_knitted_beanie.jpg
169,PERFORMAX,Men Athletic Embroidered Baseball Cap,₹300,₹599,(50% off),https://www.ajio.com/performax-men-athletic-embroidered-baseball-cap/p/442125067_white?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240124/BhIW/65b0f6a316fd2c6e6abd1b1c/performax_white_men_athletic_embroidered_baseball_cap.jpg
170,PERFORMAX,Logo Print Baseball Cap with Mesh Panel,₹180,₹599,(70% off),https://www.ajio.com/performax-logo-print-baseball-cap-with-mesh-panel/p/441294861_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240124/sAVr/65b0f4d916fd2c6e6abd13ec/performax_navy_blue_logo_print_baseball_cap_with_mesh_panel.jpg
171,Puma,Running Cap,₹450,₹899,(50% off),https://www.ajio.com/puma-running-cap/p/469094195_white?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251008/gMJ3/68e660e88bfb9009ac5dfcb3/puma_white_running_cap.jpg
172,Decathlon,WEDZE - Kids Toggle Fleece Ski Scarf,₹219,₹299,(27% off),https://www.ajio.com/decathlon-wedze--kids-toggle-fleece-ski-scarf/p/702373934_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/ndY3/6916174888d6d62ff8e55832/decathlon_black_wedze_-_kids_toggle_fleece_ski_scarf.jpg
173,ARMANI EXCHANGE,Cotton Milano New York Baseball Cap,"₹2,949","₹7,373",(60% off),https://www.ajio.com/armani-exchange-cotton-milano-new-york-baseball-cap/p/410327144_00010?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231201/timF/6569f23eafa4cf41f5ae33b4/armani_exchange_white_cotton_milano_new_york_baseball_cap.jpg
174,YOUSTA,Men Washed Bucket Hat,₹199,₹399,(50% off),https://www.ajio.com/yousta-men-washed-bucket-hat/p/442694611_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240829/8saE/66d0724c6f60443f313cfcad/yousta_navy_blue_men_washed_bucket_hat.jpg
175,Altheory by AZORTE,Floral Detailed Baseball Cap,₹400,₹799,(50% off),https://www.ajio.com/altheory-by-azorte-floral-detailed-baseball-cap/p/443280582_jetblack?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241011/q2GO/67091e92f9b8ef490baf1074/altheory_by_azorte_jet_black_floral_detailed_baseball_cap.jpg
176,MATCHITT,Men Typographic Embroidered Flat Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-typographic-embroidered-flat-cap/p/442028439_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230127/tgC1/63d3a995aeb269c651fd1797/matchitt_navy_blue_men_typographic_embroidered_flat_cap.jpg
177,ARMANI EXCHANGE,Men Cotton Baseball Cap with Logo Applique,"₹3,687","₹7,373",(50% off),https://www.ajio.com/armani-exchange-men-cotton-baseball-cap-with-logo-applique/p/410498862_00020?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240910/vEMw/66e065911d763220fad823e1/armani_exchange_black_men_cotton_baseball_cap_with_logo_applique.jpg
178,MATCHITT,Men Typographic Print Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/442271484_navy?,
179,SUPERDRY,Vintage Club Baseball Cap,"₹1,418","₹3,150",(55% off),https://www.ajio.com/superdry-vintage-club-baseball-cap/p/410515782_grj?,
180,Youth Robe,Men Woolen Winter Beanie Cap,"₹1,039","₹1,999",(48% off),https://www.ajio.com/youth-robe-men-woolen-winter-beanie-cap/p/700899937_grey?,
181,YOUSTA,Men Cotton Bucket Hat,₹399,N/A,N/A,https://www.ajio.com/yousta-men-cotton-bucket-hat/p/442950543_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250722/GjOk/687f86215d4cb4138049516b/yousta_black_men_cotton_bucket_hat.jpg
182,Columbia,Men Baseball Cap with Stitched Details,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-baseball-cap-with-stitched-details/p/700199263_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/uwFR/66f40e9ef9b8ef490b671f1b/columbia_green_men_baseball_cap_with_stitched_details.jpg
183,MATCHITT,Men Cable-Knit Beanie Cap,₹211,₹399,(47% off),https://www.ajio.com/matchitt-men-cable-knit-beanie-cap/p/442260388_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230919/48lG/6509bffeafa4cf41f5f1acd5/matchitt_grey_men_cable-knit_beanie_cap.jpg
184,ASOS DESIGN,Soft Cap with Contrast Stitch,₹300,"₹1,499",(80% off),https://www.ajio.com/asos-design-soft-cap-with-contrast-stitch/p/469688173_washedkhaki?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241216/3iFS/676036450f47f80c870143c6/asos_design_khaki_soft_cap_with_contrast_stitch.jpg
185,MATCHITT,Men Flock Print Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-flock-print-baseball-cap/p/442086821_yellow?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230303/R347/64020a24aeb26924e3a33609/matchitt_yellow_men_flock_print_baseball_cap.jpg
186,YOUSTA,Men Cotton Bucket Hat,₹199,₹399,(50% off),https://www.ajio.com/yousta-men-cotton-bucket-hat/p/442694612_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240829/trof/66d06e0f1d763220faabc78c/yousta_green_men_cotton_bucket_hat.jpg
187,GAP,Men Cashsoft Beanie,₹909,"₹1,299",(30% off),https://www.ajio.com/gap-men-cashsoft-beanie/p/442767794_darkred?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251003/qEUT/68dfc3b58bfb9009ac5268ea/gap_red_men_cashsoft_beanie.jpg
188,Columbia,Men Beanie with Embroidered Logo,"₹1,699",N/A,N/A,https://www.ajio.com/columbia-men-beanie-with-embroidered-logo/p/702116239_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250814/zMag/689e15033d468c61ab6e2ecc/columbia_blue_men_beanie_with_embroidered_logo.jpg
189,CONVERSE,Unisex Chuck Taylor Baseball Cap,"₹1,499",N/A,N/A,https://www.ajio.com/converse-unisex-chuck-taylor-baseball-cap/p/701686043_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250606/LVsf/68431e2a55340d4b4f8ca71a/converse_red_unisex_chuck_taylor_baseball_cap.jpg
190,Columbia,Unisex Typographic Beanie with Upturn Hem,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-unisex-typographic-beanie-with-upturn-hem/p/701991646_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250720/hoXR/687c82cc6034bf77f0dc62fb/columbia_blue_unisex_typographic_beanie_with_upturn_hem.jpg
191,Jockey,CP23 Polyester Cap with Adjustable Back Closure and StayDry Technology,₹799,N/A,N/A,https://www.ajio.com/jockey-cp23-polyester-cap-with-adjustable-back-closure-and-staydry-technology/p/465744210_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240812/3BXM/66b9a0356f60443f31ff5d05/jockey_olive_cp23_polyester_cap_with_adjustable_back_closure_and_staydry_technology.jpg
192,THE BEAR HOUSE,Men Embroidery Cap,₹555,"₹1,499",(63% off),https://www.ajio.com/the-bear-house-men-embroidery-cap/p/700330540_cream?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240828/HNaY/66ce353e1d763220faa0cb65/the_bear_house_cream_men_embroidery_cap.jpg
193,cazzano,Men Woolen Beanie,₹400,₹999,(60% off),https://www.ajio.com/cazzano-men-woolen-beanie/p/701026682_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250109/7bbX/677ed461663dbe1c5fc673e1/cazzano_black_men_woolen_beanie.jpg
194,ALAMOS,Men Seif-design Cap,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-seif-design-cap-/p/701793660_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250623/YK2T/685934822b1ad9265b59bb78/alamos_multi_men_seif-design_cap.jpg
195,Decathlon,FORCLAZ - Unisex Embroi Stylish Travel Cap,₹629,₹999,(37% off),https://www.ajio.com/decathlon-forclaz--unisex-embroi-stylish-travel-cap/p/702229524_pink?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251114/9ony/69164b8a88d6d62ff8e69820/decathlon_pink_forclaz_-_unisex_embroi_stylish_travel_cap.jpg
196,ALAMOS,Men Knitted Woven Beanie,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-knitted-woven-beanie-/p/701784439_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250623/Jdgc/68585c980f920c69cc43081c/alamos_brown_men_knitted_woven_beanie.jpg
197,MATCHITT,Men Baseball cap,₹599,N/A,N/A,https://www.ajio.com/matchitt-men-baseball-cap/p/442271487_denimblue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240515/9UAk/66449e3c16fd2c6e6a078122/matchitt_denim_blue_men_baseball_cap.jpg
198,Columbia,Men Baseball Cap with Brand Applique,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-baseball-cap-with-brand-applique/p/700199263_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/WdUW/66f40f0ff9b8ef490b672436/columbia_black_men_baseball_cap_with_brand_applique.jpg
199,DEIFIC,Men Panelled Kullu Himachali Cap,₹595,"₹1,699",(65% off),https://www.ajio.com/deific-men-panelled-kullu-himachali-cap/p/466967692_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240110/sKVV/659da91474cb305fe00f3bad/deific_brown_men_panelled_kullu_himachali_cap.jpg
