Serial_No,Brand,Product_Name,Price,Original_Price,Discount,Product_Link,Image_URL
633,Decathlon,FORCLAZ - Unisex Baseball Cap,₹629,₹999,(37% off),https://www.ajio.com/decathlon-forclaz--unisex-baseball-cap/p/702229429_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/a3Oi/691618ce88d6d62ff8e583d1/decathlon_black_forclaz_-_unisex_baseball_cap.jpg
634,ARMANI EXCHANGE,Men Artful Camo Baseball Cap with Logo Embroidery,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-men-artful-camo-baseball-cap-with-logo-embroidery/p/410498858_00035?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241001/oPql/66fc0c26f9b8ef490b8b5a81/armani_exchange_navy_blue_men_artful_camo_baseball_cap_with_logo_embroidery.jpg
635,ARMANI EXCHANGE,Men Logo Embossed Baseball Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-men-logo-embossed-baseball-cap/p/410498859_10051?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241001/1j9f/66fc12af260f9c41e84b474c/armani_exchange_grey_men_logo_embossed_baseball_cap.jpg
636,Decathlon,VAN RYSEL - Unisex Scarves,"₹1,299","₹1,999",(35% off),https://www.ajio.com/decathlon-van-rysel--unisex-scarves/p/702373970_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251114/ZdW2/6916887ba470c5082f904901/decathlon_black_van_rysel_-_unisex_scarves.jpg
637,Decathlon,KIPRUN - Unisex Bandana Headband,₹249,₹299,(17% off),https://www.ajio.com/decathlon-kiprun--unisex-bandana-headband/p/702373904_white?,
638,ARMANI EXCHANGE,Baseball Cap with Tonal Rubber Logo,"₹4,799","₹7,999",(40% off),https://www.ajio.com/armani-exchange-baseball-cap-with-tonal-rubber-logo/p/410142361_u8122?,
639,GAS,Men Logo Print Acrylic-Blend Beanie,"₹2,999","₹3,999",(25% off),https://www.ajio.com/gas-men-logo-print-acrylic-blend-beanie/p/410519122_1298?,
640,Decathlon,DOMYOS - Men Embroidered Baseball Cap,₹689,"₹1,499",(54% off),https://www.ajio.com/decathlon-domyos--men-embroidered-baseball-cap/p/702496213_green?,
641,Decathlon,KIPRUN - Women Bandana Headband,₹629,"₹1,099",(43% off),https://www.ajio.com/decathlon-kiprun--women-bandana-headband/p/702373973_blue?,
642,Buff,Men Western Beanie,"₹1,799",N/A,N/A,https://www.ajio.com/buff-men-western-beanie/p/702425544_black?,
643,French Accent,Denim Baseball Cap with Buckle Closure,₹595,"₹1,750",(66% off),https://www.ajio.com/french-accent-denim-baseball-cap-with-buckle-closure/p/465144218_grey?,
644,Decathlon,FORCLAZ - Unisex Solid Waterproof Mountain Trekking Hat,"₹1,299",N/A,N/A,https://www.ajio.com/decathlon-forclaz--unisex-solid-waterproof-mountain-trekking-hat/p/702234461_grey?,
645,ARMANI EXCHANGE,Men Lost in Sounds Baseball Cap,"₹4,214","₹10,534",(60% off),https://www.ajio.com/armani-exchange-men-lost-in-sounds-baseball-cap/p/410521353_fc039?,
646,Columbia,Beanies with Text Embossed,"₹1,499",N/A,N/A,https://www.ajio.com/columbia-beanies-with-text-embossed/p/466995397_red?,
647,ARMANI EXCHANGE,Icon Project Cabernet Cap,"₹3,160","₹6,320",(50% off),https://www.ajio.com/armani-exchange-icon-project-cabernet-cap/p/410498854_01847?,
648,Decathlon,FORCLAZ - Unisex Bandana Headband,₹779,₹799,(3% off),https://www.ajio.com/decathlon-forclaz--unisex-bandana-headband/p/702373876_multi?,
649,Decathlon,KIPRUN - Men Bandana Headband,₹529,₹899,(41% off),https://www.ajio.com/decathlon-kiprun--men-bandana-headband/p/702374199_white?,
650,Decathlon,INESIS - Men Embroidered Baseball Cap,₹589,"₹1,699",(65% off),https://www.ajio.com/decathlon-inesis--men-embroidered-baseball-cap/p/702496244_blue?,
651,Decathlon,DOMYOS - Men Typographic Print Baseball Cap,₹649,"₹1,399",(54% off),https://www.ajio.com/decathlon-domyos--men-typographic-print-baseball-cap/p/702496327_green?,
652,Decathlon,Men Typographic Print Hat with Buckle Closure,₹899,"₹1,399",(36% off),https://www.ajio.com/decathlon-men-typographic-print-hat-with-buckle-closure/p/702516965_black?,
653,Decathlon,KIPRUN - Men Colourblock Baseball Cap,₹699,₹849,(18% off),https://www.ajio.com/decathlon-kiprun--men-colourblock-baseball-cap/p/702496399_white?,
654,Decathlon,FORCLAZ - Men Embroidered Baseball Cap,₹549,N/A,N/A,https://www.ajio.com/decathlon-forclaz--men-embroidered-baseball-cap/p/702496427_blue?,
655,Decathlon,VANRYSAL - Unisex Printed Cycling Dual Fabric Neck Warmer,₹649,₹699,(7% off),https://www.ajio.com/decathlon-vanrysal--unisex-printed-cycling-dual-fabric-neck-warmer/p/702373954_black?,
656,Decathlon,DOMYOS - Women Bandana Headband,₹439,₹699,(37% off),https://www.ajio.com/decathlon-domyos--women-bandana-headband/p/702373887_black?,
657,ARMANI EXCHANGE,Men Urban Lightness Baseball Cap,"₹2,949","₹7,373",(60% off),https://www.ajio.com/armani-exchange-men-urban-lightness-baseball-cap/p/410521354_u8051?,
658,ARMANI EXCHANGE,Men Icon Project Baseball Cap,"₹4,000","₹7,999",(50% off),https://www.ajio.com/armani-exchange-men-icon-project-baseball-cap/p/410521356_ub101?,
659,THE BEAR HOUSE,Men Embroidery Cap,₹974,"₹1,499",(35% off),https://www.ajio.com/the-bear-house-men-embroidery-cap/p/700330014_grey?,
660,Jack & Jones,Men Embordered Baseball Cap,₹799,N/A,N/A,https://www.ajio.com/jack--jones-men-embordered-baseball-cap/p/702161363_green?,
661,MATCHITT,Men Typographic Print Cap,₹599,N/A,N/A,https://www.ajio.com/matchitt-men-typographic-print-cap/p/442028435_greymelange?,
662,U.S. Polo Assn.,Men Baseball Cap with Logo Embroidery,₹999,N/A,N/A,https://www.ajio.com/u-s-polo-assn-men-baseball-cap-with-logo-embroidery/p/469499844_wine?,
663,Aavjo,Men Baseball Cap with Applique,₹497,₹599,(17% off),https://www.ajio.com/aavjo-men-baseball-cap-with-applique/p/701977040_mauve?,
664,THE TIE HUB,Checked Flat Cap,"₹1,688","₹3,750",(55% off),https://www.ajio.com/the-tie-hub-checked-flat-cap/p/462521461_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230905/xDYO/64f6bfbaafa4cf41f5a5e3ce/the_tie_hub_grey_checked_flat_cap.jpg
665,Columbia,Unisex Embroidered Knitted Beanie,"₹1,199",N/A,N/A,https://www.ajio.com/columbia-unisex-embroidered-knitted-beanie/p/466973371_teal?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250719/Tw6H/687af7ca5d4cb413803c1988/columbia_teal_unisex_embroidered_knitted_beanie.jpg
666,Jockey,CP21 Polyester Cap with Adjustable Back Closure and StayDry Technology,₹799,N/A,N/A,https://www.ajio.com/jockey-cp21-polyester-cap-with-adjustable-back-closure-and-staydry-technology/p/465302736_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240919/xHpC/66ec22b4f9b8ef490b520ab0/jockey_blue_cp21_polyester_cap_with_adjustable_back_closure_and_staydry_technology.jpg
667,Buff,Men Baseball Cap,"₹2,299",N/A,N/A,https://www.ajio.com/buff-men-baseball-cap/p/700917594_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250127/89Pb/6797b5950431850e0dca38dc/buff_blue_men_baseball_cap.jpg
668,ASICS,Men Baseball Cap,"₹1,259","₹1,999",(37% off),https://www.ajio.com/asics-men-baseball-cap/p/702104472_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250811/7Vam/689a24f98bfb9009ac7ab8f2/asics_green_men_baseball_cap.jpg
669,Decathlon,ARTENGO - Unisex Tennis Cap,₹539,₹699,(23% off),https://www.ajio.com/decathlon-artengo--unisex-tennis-cap/p/702229520_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/nUcs/6915dd5f88d6d62ff8e3b8d2/decathlon_black_artengo_-_unisex_tennis_cap.jpg
670,GAS,Men Logo Print Acrylic-Blend Beanie,"₹2,999","₹3,999",(25% off),https://www.ajio.com/gas-men-logo-print-acrylic-blend-beanie/p/410519130_4862?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251022/mqFB/68f9056bd3b48604f83ebe12/gas_brown_men_logo_print_acrylic-blend_beanie.jpg
671,ARMANI EXCHANGE,Essentials Nero Baseball Cap,"₹4,799","₹7,999",(40% off),https://www.ajio.com/armani-exchange-essentials-nero-baseball-cap/p/410498864_u8144?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250819/yjRI/68a478b68bfb9009ac9090c6/armani_exchange_olive_green_essentials_nero_baseball_cap.jpg
672,GAS,Washed Cotton Baseball Cap,"₹2,999","₹3,999",(25% off),https://www.ajio.com/gas-washed-cotton-baseball-cap/p/410517923_3920?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250821/fhOt/68a712ad8bfb9009aca3238d/gas_asphalt_washed_cotton_baseball_cap.jpg
673,Columbia,Men Typographic Print Adjustable Snapback Cap,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-men-typographic-print-adjustable-snapback-cap/p/701173577_beige?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250206/e3co/67a4d40b2960820c4967df0a/columbia_beige_men_typographic_print_adjustable_snapback_cap.jpg
674,ARMANI EXCHANGE,Baseball Cap with Tonal Rubber Logo,"₹4,799","₹7,999",(40% off),https://www.ajio.com/armani-exchange-baseball-cap-with-tonal-rubber-logo/p/410142361_u8144?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251106/IUFM/690c6bcfa470c5082f6f36df/armani_exchange_black_baseball_cap_with_tonal_rubber_logo.jpg
675,SNITCH,Men Printed Baseball Cap,"₹1,199",N/A,N/A,https://www.ajio.com/snitch-men-printed-baseball-cap/p/702529140_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251121/R03v/69209b1fa470c5082fa6fe03/snitch_black_men_printed_baseball_cap.jpg
676,ASICS,Men Baseball Cap,"₹2,499",N/A,N/A,https://www.ajio.com/asics-men-baseball-cap/p/702104512_black?,
677,DC Shoes,Badger 2 Snapback Cap,"₹2,295",N/A,N/A,https://www.ajio.com/dc-shoes-badger-2-snapback-cap/p/410301713_byj0?,
678,EA7 Emporio Armani,Visibility Beanie with Oversized Logo,"₹4,550","₹6,500",(30% off),https://www.ajio.com/ea7-emporio-armani-visibility-beanie-with-oversized-logo/p/410534814_mc041?,
679,THE TIE HUB,Men Cowboy Fedora Hat,"₹2,813","₹6,250",(55% off),https://www.ajio.com/the-tie-hub-men-cowboy-fedora-hat-/p/466468483_brown?,
680,YOUSTA,Men Cotton Bucket Hat,₹199,₹399,(50% off),https://www.ajio.com/yousta-men-cotton-bucket-hat/p/442694613_black?,
681,Decathlon,VAN RYSEL - Unisex Bandana,₹269,₹499,(46% off),https://www.ajio.com/decathlon-van-rysel--unisex-bandana/p/702373962_yellow?,
682,Decathlon,KIPRUN - Unisex Bandana Headband,₹249,₹299,(17% off),https://www.ajio.com/decathlon-kiprun--unisex-bandana-headband/p/702373895_purple?,
683,ASOS DESIGN,Reversible Bucket Hat with Ombre Print,₹318,"₹1,592",(80% off),https://www.ajio.com/asos-design-reversible-bucket-hat-with-ombre-print/p/469684853_cream?,
684,Buff,Men Heathered Beanie,"₹1,999",N/A,N/A,https://www.ajio.com/buff-men-heathered-beanie/p/700917642_orange?,
685,French Accent,Men Checked Beret Hat,₹989,"₹2,197",(55% off),https://www.ajio.com/french-accent-men-checked-beret-hat/p/465247129_blue?,
686,Gc Gym Care,Cable Knitted Beanie with Neck Warmer,₹500,₹999,(50% off),https://www.ajio.com/gc-gym-care-cable-knitted-beanie-with-neck-warmer/p/466507136_grey?,
687,THE TIE HUB,Men Belted Fedora Hat with Wide Brim,"₹2,025","₹4,500",(55% off),https://www.ajio.com/the-tie-hub-men-belted-fedora-hat-with-wide-brim-/p/466465308_green?,
688,THE TIE HUB,Men Belted Fedora Hat with Wide Brim,"₹2,813","₹6,250",(55% off),https://www.ajio.com/the-tie-hub-men-belted-fedora-hat-with-wide-brim/p/466465334_black?,
689,GAS,Washed Cotton Baseball Cap,"₹2,999","₹3,999",(25% off),https://www.ajio.com/gas-washed-cotton-baseball-cap/p/410517923_4846?,
690,BEWAKOOF,Unisex Marvel Deadpool Unisex Embroidered Baseball Cap,₹409,"₹1,299",(69% off),https://www.ajio.com/bewakoof-unisex-marvel-deadpool-unisex-embroidered-baseball-cap/p/702117694_blue?,
691,Decathlon,KIPRUN - Men Adjustable Running Cap,₹529,₹549,(4% off),https://www.ajio.com/decathlon-kiprun--men-adjustable-running-cap/p/702229399_black?,
692,Decathlon,FORCLAZ - Unisex Ultra-Light Compact Travel Cap,₹879,"₹1,199",(27% off),https://www.ajio.com/decathlon-forclaz--unisex-ultra-light-compact-travel-cap/p/702229502_green?,
693,Decathlon,ARTENGO - Sports Cap Tc 900 56 Cm,₹629,₹649,(3% off),https://www.ajio.com/decathlon-artengo--sports-cap-tc-900-56-cm/p/702234408_white?,
694,Decathlon,SOLOGNAC - Hunting Cap Treemetic 100 Camouflage,₹799,₹999,(20% off),https://www.ajio.com/decathlon-solognac--hunting-cap-treemetic-100-camouflage/p/702227735_multi?,
695,Decathlon,ARTENGO - Unisex Lightweight Tennis Cap,₹599,₹699,(14% off),https://www.ajio.com/decathlon-artengo--unisex-lightweight-tennis-cap/p/702229468_black?,
696,Decathlon,INESIS - Ball Marker Golf Cap,₹779,"₹1,049",(26% off),https://www.ajio.com/decathlon-inesis--ball-marker-golf-cap/p/702229411_black?,
697,Decathlon,ARTENGO - Unisex Lightweight Tennis Cap,₹659,₹799,(18% off),https://www.ajio.com/decathlon-artengo--unisex-lightweight-tennis-cap/p/702229392_blue?,
698,Decathlon,FORCLAZ - Men Solid Sun Hat,"₹1,399","₹2,999",(53% off),https://www.ajio.com/decathlon-forclaz--men-solid-sun-hat/p/702229482_grey?,
699,Decathlon,SOLOGNAC - Adult Sun Protection Cap,₹599,₹749,(20% off),https://www.ajio.com/decathlon-solognac--adult-sun-protection-cap/p/702229432_green?,
700,Decathlon,VANRYSAL - Men Typographic Cap,₹709,"₹1,199",(41% off),https://www.ajio.com/decathlon-vanrysal--men-typographic-cap/p/702478005_black?,
701,Decathlon,Men 5 Panel Cap With Flat Visor,"₹1,099","₹1,299",(15% off),https://www.ajio.com/decathlon-men-5-panel-cap-with-flat-visor/p/702381850_khaki?,
702,Decathlon,Men Embroidered Bucket Hat with Stitched Detail,"₹1,099","₹1,299",(15% off),https://www.ajio.com/decathlon-men-embroidered-bucket-hat-with-stitched-detail/p/702516920_green?,
703,Decathlon,KIPRUN - Men Typographic Print Baseball Cap,₹629,₹649,(3% off),https://www.ajio.com/decathlon-kiprun--men-typographic-print-baseball-cap/p/702496307_black?,
704,Decathlon,KALENJI - Men Typographic Cap,₹849,"₹1,499",(43% off),https://www.ajio.com/decathlon-kalenji--men-typographic-cap/p/702477992_black?,
705,Decathlon,KALENJI - Men Typographic Cap,₹849,"₹1,499",(43% off),https://www.ajio.com/decathlon-kalenji--men-typographic-cap/p/702480942_white?,
706,Decathlon,VANRYSAL - Men Flat Cap,₹639,₹999,(36% off),https://www.ajio.com/decathlon-vanrysal--men-flat-cap/p/702478589_black?,
707,Decathlon,SOLOGNAC - Men Typographic Cap,₹919,"₹1,199",(23% off),https://www.ajio.com/decathlon-solognac--men-typographic-cap/p/702478102_olive?,
708,Decathlon,DOMYOS - Men Typographic Print Baseball Cap,₹659,"₹1,499",(56% off),https://www.ajio.com/decathlon-domyos--men-typographic-print-baseball-cap/p/702496227_orange?,
709,Decathlon,SOLOGNAC - Men Camouflage Print Baseball Cap,₹779,"₹1,299",(40% off),https://www.ajio.com/decathlon-solognac--men-camouflage-print-baseball-cap/p/702496495_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/mCbW/6914ecec88d6d62ff8e2e972/decathlon_brown_solognac_-_men_camouflage_print_baseball_cap.jpg
710,Decathlon,TRIBORD - Men Patch-Work Baseball Cap,₹849,"₹1,299",(35% off),https://www.ajio.com/decathlon-tribord--men-patch-work-baseball-cap/p/702496092_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/dTLt/6914e8a988d6d62ff8e28f27/decathlon_black_tribord_-_men_patch-work_baseball_cap.jpg
711,Decathlon,WEDZE - Men Knitted Beanie with Pom-Pom,₹899,₹949,(5% off),https://www.ajio.com/decathlon-wedze--men-knitted-beanie-with-pom-pom/p/702497026_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/5ZWN/69160deda470c5082f8d400e/decathlon_blue_wedze_-_men_knitted_beanie_with_pom-pom.jpg
712,Decathlon,KALENJI - Men Embroidered Baseball Cap,₹529,₹549,(4% off),https://www.ajio.com/decathlon-kalenji--men-embroidered-baseball-cap/p/702496718_orange?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/V6dJ/6914e77ba470c5082f8b7dcc/decathlon_orange_kalenji_-_men_embroidered_baseball_cap.jpg
713,Decathlon,SOLOGNAC - Men Typographic Print Hat,₹999,"₹1,199",(17% off),https://www.ajio.com/decathlon-solognac--men-typographic-print-hat/p/702496490_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/URis/6914e6a788d6d62ff8e24bc9/decathlon_green_solognac_-_men_typographic_print_hat.jpg
714,MATCHITT,Men Winter Cap,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-winter-cap/p/442974141_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250912/KcnA/68c407813d468c61abecd616/matchitt_grey_men_winter_cap.jpg
715,ARMANI EXCHANGE,Men Baseball Cap,"₹2,949","₹7,373",(60% off),https://www.ajio.com/armani-exchange-men-baseball-cap/p/410394949_15576?,
716,SUPERDRY,Vintage Brand Mark Trucker Baseball Cap,"₹1,215","₹3,470",(65% off),https://www.ajio.com/superdry-vintage-brand-mark-trucker-baseball-cap/p/410354411_v0v?,
717,Decathlon,ARTENGO - Unisex Soft Tennis Bandana,₹429,₹499,(14% off),https://www.ajio.com/decathlon-artengo--unisex-soft-tennis-bandana/p/702373946_black?,
718,MATCHITT,Men Baseball Cap with Brand Print,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-baseball-cap-with-brand-print/p/442028441_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230209/DUer/63e5111af997dde6f49b117f/matchitt_blue_men_baseball_cap_with_brand_print.jpg
719,French Accent,Panelled Flat Cap,₹675,"₹1,985",(66% off),https://www.ajio.com/french-accent-panelled-flat-cap/p/465506204_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230624/dUdL/6496f986eebac147fc0404b6/french_accent_blue_panelled_flat_cap.jpg
720,U.S. Polo Assn.,Men Baseball Cap with Logo Embroidery,₹999,N/A,N/A,https://www.ajio.com/u-s-polo-assn-men-baseball-cap-with-logo-embroidery/p/469499845_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230529/dBih/6474c4a9d55b7d0c631cb63f/u.s._polo_assn._olive_men_baseball_cap_with_logo_embroidery.jpg
721,Reebok,Men Colourblock Baseball Cap with Logo Print,₹769,"₹1,399",(45% off),https://www.ajio.com/reebok-men-colourblock-baseball-cap-with-logo-print/p/469052141_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20221117/bLyH/63764d80aeb269659c99ebd3/reebok_blue_%26_red_men_colourblock_baseball_cap_with_logo_print.jpg
722,Puma,BMW M Motorsport Colour Baseball Cap,"₹2,299",N/A,N/A,https://www.ajio.com/puma-bmw-m-motorsport-colour-baseball-cap/p/701097656_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250124/8ve6/6793abd9663dbe1c5ffd5f3c/puma_puma_black_bmw_m_motorsport_colour_baseball_cap.jpg
723,Columbia,Men Embroidered Baseball Cap with Adjustable Strap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-embroidered-baseball-cap-with-adjustable-strap/p/701173547_turquoise?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250206/p5hy/67a4d8a22960820c496871dd/columbia_turquoise_men_embroidered_baseball_cap_with_adjustable_strap.jpg
724,GAS,Jacquard Reversible Beanie,"₹1,199","₹1,999",(40% off),https://www.ajio.com/gas-jacquard-reversible-beanie/p/410500134_4911?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241025/Vvvl/671b9698260f9c41e89f2d51/gas_black_jacquard_reversible_beanie.jpg
725,Decathlon,WEDZE - Unisex Warm Winter Beanie,₹399,₹699,(43% off),https://www.ajio.com/decathlon-wedze--unisex-warm-winter-beanie/p/702227806_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/k5YO/6915d533a470c5082f8cc3a4/decathlon_black_wedze_-_unisex_warm_winter_beanie.jpg
726,U.S. Polo Assn.,Men Logo Embroidere Baseball Cap,₹999,N/A,N/A,https://www.ajio.com/u-s-polo-assn-men-logo-embroidere-baseball-cap/p/702398764_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251016/iWFt/68f0d7ec73e2b64f22f99cbc/u.s._polo_assn._blue_men_logo_embroidere_baseball_cap.jpg
727,Free Authority,Star Wars - Men Graphic Pattern Beanie,₹384,₹699,(45% off),https://www.ajio.com/free-authority-star-wars--men-graphic-pattern-beanie/p/463073707_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20211005/dDk1/615bd324f997ddce89fb5b14/free_authority_black_star_wars_-_men_graphic_pattern_beanie.jpg
728,THE TIE HUB,Men Checked Paneled Flat Cap,"₹2,250","₹5,000",(55% off),https://www.ajio.com/the-tie-hub-men-checked-paneled-flat-cap/p/467343407_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240520/INhU/664b7fb405ac7d77bb67dbd3/the_tie_hub_green_men_checked_paneled_flat_cap.jpg
729,Free Authority,Men Colourblock Baseball Cap,₹714,"₹1,299",(45% off),https://www.ajio.com/free-authority-men-colourblock-baseball-cap/p/466964599_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240109/zSvK/659d4a7374cb305fe00d9fb5/free_authority_red_%26_black_men_colourblock_baseball_cap.jpg
730,cazzano,Men Ribbed Beanie Cap,₹480,"₹1,199",(60% off),https://www.ajio.com/cazzano-men-ribbed-beanie-cap/p/702518556_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251119/81sQ/691da34f88d6d62ff8f5aea8/cazzano_black_men_ribbed_beanie_cap.jpg
731,Juxar,Men Typographic Print Snapback Cap,₹999,"₹2,599",(62% off),https://www.ajio.com/juxar-men-typographic-print-snapback-cap/p/701769926_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250618/suz2/6852f2ea7a6cd4182fbeec59/juxar_multicolured_men_typographic_print_snapback_cap.jpg
732,Aavjo,Men Embroidered Baseball Cap,₹497,₹599,(17% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/701977040_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250718/nXvJ/687a0a955d4cb4138035d774/aavjo_black_men_embroidered_baseball_cap.jpg
733,Puma,Paneled Baseball Cap,"₹2,299",N/A,N/A,https://www.ajio.com/puma-paneled-baseball-cap/p/469452978_black?,
734,Columbia,Men Knitted Beanie Cap,"₹1,199",N/A,N/A,https://www.ajio.com/columbia-men-knitted-beanie-cap/p/466973371_brown?,
735,YOUSTA,Men Embroidered Baseball Cap,₹399,N/A,N/A,https://www.ajio.com/yousta-men-embroidered-baseball-cap/p/442952858_black?,
736,SUPERDRY,Patched Baseball Cap,"₹1,706","₹3,790",(55% off),https://www.ajio.com/superdry-patched-baseball-cap/p/410479963_f5i?,
737,SUPERDRY,Varsity Logo Trucker Cap,"₹1,706","₹3,790",(55% off),https://www.ajio.com/superdry-varsity-logo-trucker-cap/p/410479966_6qf?,
738,Adidas Kids,Men Logo Print Baseball Cap,"₹1,609","₹2,299",(30% off),https://www.ajio.com/adidas-kids-men-logo-print-baseball-cap/p/410264668_black?,
739,THE TIE HUB,Men Graphic Print Baseball Cap,₹855,"₹2,249",(62% off),https://www.ajio.com/the-tie-hub-men-graphic-print-baseball-cap/p/701637829_orange?,
740,French Accent,Textured Hat with Snap-Button Closure,₹845,"₹2,485",(66% off),https://www.ajio.com/french-accent-textured-hat-with-snap-button-closure/p/465143545_white?,
741,MATCHITT,Men Typographic Print Baseball Cap,₹599,N/A,N/A,https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/441759657_royalblue?,
742,Cantabil,Men Embroidered Flat Cap,₹559,₹799,(30% off),https://www.ajio.com/cantabil-men-embroidered-flat-cap/p/700069007_khaki?,
743,Navkar Crafts,Men Winter Beanie Cap,₹300,₹599,(50% off),https://www.ajio.com/navkar-crafts-men-winter-beanie-cap/p/700962772_green?,
744,cazzano,Men Wool Beanie,₹480,"₹1,199",(60% off),https://www.ajio.com/cazzano-men-wool-beanie/p/701027485_beige?,
745,Free Authority,Men Graphic Beanie,₹359,₹599,(40% off),https://www.ajio.com/free-authority-men-graphic-beanie/p/700911819_black?,
746,Free Authority,Men Graphic Baseball Cap,₹585,"₹1,299",(55% off),https://www.ajio.com/free-authority-men-graphic-baseball-cap/p/700638498_multi?,
747,Puma,Men Logo Flat Cap,₹899,"₹1,499",(40% off),https://www.ajio.com/puma-men-logo-flat-cap/p/702234348_black?,
748,Puma,Men Cuff Beanie Cap,"₹1,399","₹1,999",(30% off),https://www.ajio.com/puma-men-cuff-beanie-cap-/p/702234419_pink?,
749,Jack & Jones,Men Cotton Applique Cap,"₹1,127","₹1,199",(6% off),https://www.ajio.com/jack--jones-men-cotton-applique-cap/p/702151171_beige?,
750,Jack & Jones,Men Cotton Applique Cap,₹799,N/A,N/A,https://www.ajio.com/jack--jones-men-cotton-applique-cap/p/702151200_black?,
751,RED TAPE,Men Patch-Work Baseball Cap,₹570,"₹1,899",(70% off),https://www.ajio.com/red-tape-men-patch-work-baseball-cap/p/702245810_black?,
752,Aavjo,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/702384800_olive?,
753,Free Authority,Graphic Baseball Cap,₹682,"₹1,049",(35% off),https://www.ajio.com/free-authority-graphic-baseball-cap/p/701626541_black?,
754,Youth Robe,Men Winter Wear Woolen Cap,"₹1,039","₹1,999",(48% off),https://www.ajio.com/youth-robe-men-winter-wear-woolen-cap/p/700899937_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241210/gMoB/6757d6ddc148fa1b30293329/youth_robe_blue_men_winter_wear_woolen_cap.jpg
755,BISON INDIA,Men Regular Fit Cap,₹479,₹799,(40% off),https://www.ajio.com/bison-india-men-regular-fit-cap/p/701307357_white?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250306/GfL0/67c964d72960820c49d51f57/bison_india_white_men_regular_fit__cap.jpg
756,ARMANI EXCHANGE,Baseball Cap with Logo Print,"₹2,949","₹7,373",(60% off),https://www.ajio.com/armani-exchange-baseball-cap-with-logo-print/p/410394954_00020?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230818/fVMg/64df9708ddf779151952d827/armani_exchange_black_baseball_cap_with_logo_print.jpg
757,PERFORMAX,Textured Running Cap with Curved Visor,₹599,N/A,N/A,https://www.ajio.com/performax-textured-running-cap-with-curved-visor/p/441050769_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/h93/hac/15233996128286/performax_navy_blue_textured_running_cap_with_curved_visor.jpg
