State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households,Graduate_Education,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Tapwater_Households,sex_ratio,Literacy Rate,Female_Literacy_Gap
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,UTTAR PRADESH,3676841,1921857,1754984,2403903,1389116,1014787,1220708,921234,299474,920761,299947,2456133,3107681,546987,7696,3309,1146,1898,202055,336056,19214,755064,281652,24216,309911,398076,295357,187518,913.0,65.37957447711229,14.456735221649886
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,UTTARAKHAND,622506,291081,331425,436497,231604,204893,298211,142460,155751,201078,97133,324295,611250,7752,1895,256,201,31,40199,109876,1830,281138,37742,3396,70237,98610,76958,112049,1139.0,70.11932415109253,17.745025984439387
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,UTTARAKHAND,259898,124326,135572,179483,97546,81937,123638,58708,64930,78085,45553,136260,257509,1440,397,46,102,7,13352,47083,435,99911,10900,1149,25873,35364,31604,45834,1090.0,69.0590154599112,18.021859494696237
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,UTTARAKHAND,391605,193991,197614,280556,155395,125161,180940,93832,87108,115115,65825,210665,385818,4395,428,323,190,11,27853,71524,899,186340,27168,2516,46579,59079,45572,73654,1019.0,71.6425990475096,16.76813197056035
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,UTTARAKHAND,259648,131125,128523,177726,102015,75711,99566,60427,39139,62698,36868,160082,249563,8693,870,336,24,28,18785,37725,548,98041,15110,1387,22588,31466,24284,34183,980.0,68.44882302193739,18.891287132198254
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,UTTARAKHAND,483439,239306,244133,345550,189623,155927,216490,113539,102951,145481,71009,266949,475105,6015,1401,260,185,13,45365,95421,1344,209943,28375,3008,58954,67332,61543,88949,1020.0,71.47747699296086,15.36902130675023
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,UTTARAKHAND,618931,297986,320945,407994,227406,180588,280442,140821,139621,165912,114530,338489,609835,7374,656,290,32,91,50929,117239,1366,254236,30704,4324,68294,98205,74477,103160,1077.0,65.91914122898999,20.046738703036716
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,UTTARAKHAND,1648902,858783,790119,1037839,598525,439314,591458,444578,146880,450762,140696,1057444,1104452,372267,6064,162768,505,738,116576,254802,7883,414659,111062,16841,192243,228966,207848,110297,920.0,62.94121785284996,14.093564384161116
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,UTTARAKHAND,330086,168597,161489,215126,128237,86889,157276,84265,73011,128367,28909,172810,324859,3554,353,167,563,74,21374,52621,602,121209,18882,1637,29400,43020,29106,53576,958.0,65.17271256581618,22.256355383670222
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,WEST BENGAL,3596674,1838095,1758579,2232992,1299337,933655,1466220,1050822,415398,916393,549827,2130454,3033581,290450,3865,386,260,2904,45126,334670,4273,991400,133465,7898,177819,297338,153487,90581,957.0,62.08491511880143,17.597882955442966
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,WEST BENGAL,7717563,3966889,3750674,5247208,2918040,2329168,2911251,2293083,618168,2166742,744509,4806312,6008472,1599764,21220,16675,1602,1674,292585,1049943,32323,2227236,439823,46714,747286,930784,949552,615383,945.0,67.99047834141425,11.459925320230102
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,WEST BENGAL,3502404,1790920,1711484,2158447,1201481,956966,1331603,1029770,301833,912844,418759,2170801,2181515,1298054,10906,582,258,1152,57010,333752,5210,965609,115743,7305,191514,272320,195797,129079,956.0,61.62758493880204,11.172963486142628
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,WEST BENGAL,1676276,857199,819077,1083685,596474,487211,702987,499560,203427,526470,176517,973289,1232850,412788,24794,276,148,323,37186,168069,2518,461026,52345,6211,103980,154925,145974,30454,956.0,64.64836339600399,10.101145400099288
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,WEST BENGAL,1846823,937259,909564,1315585,717673,597912,683726,479586,204140,532855,150871,1163097,1366681,105086,141848,2032,209240,1840,141897,297176,10943,518959,110193,15192,222987,239601,251140,130225,970.0,71.23503443481049,10.83535971151256
West Bengal,Haora,22.401674174428507,87.99421176968654,341,WEST BENGAL,4850029,2500819,2349210,3605206,1942824,1662382,1819845,1498170,321675,1496267,323578,3030184,3535844,1270641,8666,4380,1258,9699,325053,796953,30751,1352697,304594,22295,539312,659579,768670,329473,939.0,74.33369986035136,6.924061433979601
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,WEST BENGAL,5519145,2814653,2704492,4078388,2211777,1866611,2152870,1713608,439262,1714645,438225,3366275,4574569,870204,7300,2662,1730,2160,319815,965258,31725,1640038,380060,24013,628340,780325,903933,442520,961.0,73.89528631699294,9.561891801892287
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,WEST BENGAL,3872846,1983064,1889782,2498780,1396622,1102158,1512910,1091361,421549,1153765,359145,2359936,3156781,445817,186279,2994,50676,1461,138522,382500,9322,1117804,129393,16431,268908,332800,428531,187441,953.0,64.5205102397565,12.10551472073903
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,WEST BENGAL,4496694,2356766,2139928,3588137,1926915,1661222,1795740,1412466,383274,1576419,219321,2700954,3440290,926414,39758,13849,4771,21178,623579,927602,136618,1308106,691804,85605,816141,857883,915319,849526,908.0,79.79500050481532,4.131172831743868
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,WEST BENGAL,3988845,2051541,1937304,2086432,1152019,934413,1537847,1086461,451386,1050995,486852,2450998,1914352,2045151,13209,747,359,639,54213,297716,5357,958996,92207,9639,142659,295922,266247,129224,944.0,52.30667022659442,7.92119051119124
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,WEST BENGAL,7103807,3627564,3476243,4055834,2177187,1878647,2589907,1985667,604240,2022083,567824,4513900,2359061,4707573,18102,766,348,3037,92742,541169,7951,1851965,170051,14050,296566,530442,617358,109233,958.0,57.09380899565543,5.975426463495259
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,WEST BENGAL,5167600,2653768,2513832,3480555,1878866,1601689,1842607,1554090,288517,1595880,246727,3324993,3728482,1382682,33835,849,514,281,168314,623729,12787,1549771,209562,18658,384314,544290,955780,199423,947.0,67.35341357690223,7.084896841275345
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,WEST BENGAL,2930115,1496996,1433119,1624905,1002058,622847,1249642,801254,448388,613398,636244,1680473,2373120,227249,8646,622,209,3052,30675,189889,3551,752652,77621,6602,104489,191057,67448,69266,957.0,55.455331957960695,23.476980222616845
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,WEST BENGAL,3007134,1551066,1456068,1489667,853495,636172,1075626,799627,275999,824342,251284,1931508,1482943,1501170,16702,477,432,1324,39138,199307,2883,778250,59457,8150,105431,198832,164644,31795,939.0,49.53776585945289,11.335258270067438
